SalesOrderNumber,OrderDate,ProductKey,ResellerKey,EmployeeKey,SalesTerritoryKey,Quantity,Unit Price,Cost,Total Sales,Year,Quarter,Product,Standard Cost,Color,Subcategory,Category,Background Color Format,Font Color Format,Category ID,Subcategory ID,EmployeeID,Salesperson,Title,UPN,Region,Country,Group,Profit,Profit Margin,YYYYMM
SO53542,2019-09-18,511,613,284,6,2,218.45,398.75,436.9,2019,3,"ML Mountain Frame-W - Silver, 40",199.38,Silver,Mountain Frames,Components,#C0C0C0,#000000,1,3,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,38.14999999999998,8.731975280384523,2019-09
SO53553,2019-09-19,555,228,284,6,2,63.9,94.57,127.8,2019,3,Front Brakes,47.29,Silver,Brakes,Components,#C0C0C0,#000000,1,32,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,33.230000000000004,26.001564945226917,2019-09
SO53572,2019-09-23,563,372,284,6,2,953.63,2963.88,1907.26,2019,3,"Touring-1000 Yellow, 54",1481.94,Yellow,Touring Bikes,Bikes,#FFFF00,#000000,3,36,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-1056.6200000000001,-55.39989304027768,2019-09
SO55263,2019-10-10,560,120,284,6,2,728.91,1510.3,1457.82,2019,4,"Touring-2000 Blue, 60",755.15,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,3,36,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-52.48000000000002,-3.5998957347271965,2019-10
SO55266,2019-10-11,583,480,284,6,2,1020.59,2165.02,2041.18,2019,4,"Road-350-W Yellow, 48",1082.51,Yellow,Road Bikes,Bikes,#FFFF00,#000000,3,4,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-123.83999999999992,-6.067078846549541,2019-10
SO57016,2019-11-01,483,210,284,6,2,72.0,89.76,144.0,2019,4,Hitch Rack - 4-Bike,44.88,,Bike Racks,Accessories,#DCDCDC,#000000,2,25,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,54.239999999999995,37.666666666666664,2019-11
SO57023,2019-11-02,255,12,284,6,2,202.33,409.25,404.66,2019,4,"LL Road Frame - Black, 58",204.63,Black,Road Frames,Components,#000000,#FFFFFF,1,1,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-4.589999999999975,-1.1342855730736852,2019-11
SO57024,2019-11-03,472,264,284,6,2,38.1,47.5,76.2,2019,4,"Classic Vest, M",23.75,Blue,Vests,Clothing,#0000FF,#FFFFFF,4,22,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,28.700000000000003,37.664041994750654,2019-11
SO57070,2019-11-09,547,336,284,6,2,48.59,71.92,97.18,2019,4,HL Road Pedal,35.96,Silver/Black,Pedals,Components,#696969,#FFFFFF,1,34,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,25.260000000000005,25.993002675447624,2019-11
SO57082,2019-11-11,482,426,284,6,2,5.39,6.72,10.78,2019,4,"Racing Socks, L",3.36,White,Socks,Clothing,#FFFFFF,#000000,4,11,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,4.06,37.662337662337656,2019-11
SO57097,2019-11-15,580,552,284,6,2,1020.59,2165.02,2041.18,2019,4,"Road-350-W Yellow, 40",1082.51,Yellow,Road Bikes,Bikes,#FFFF00,#000000,3,4,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-123.83999999999992,-6.067078846549541,2019-11
SO57103,2019-11-15,586,138,284,6,2,445.41,922.89,890.82,2019,4,"Touring-3000 Blue, 50",461.44,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,3,36,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-32.069999999999936,-3.6000538829393065,2019-11
SO57152,2019-11-23,513,661,284,6,2,218.45,398.75,436.9,2019,4,"ML Mountain Frame-W - Silver, 46",199.38,Silver,Mountain Frames,Components,#C0C0C0,#000000,1,3,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,38.14999999999998,8.731975280384523,2019-11
SO57155,2019-11-24,475,444,284,6,2,41.99,52.35,83.98,2019,4,"Women's Mountain Shorts, M",26.18,Black,Shorts,Clothing,#000000,#FFFFFF,4,7,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,31.630000000000003,37.66372945939509,2019-11
SO58925,2019-12-03,562,282,284,6,2,1430.44,2963.88,2860.88,2019,4,"Touring-1000 Yellow, 50",1481.94,Yellow,Touring Bikes,Bikes,#FFFF00,#000000,3,36,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-103.0,-3.600290819607953,2019-12
SO58932,2019-12-04,506,408,284,6,2,200.05,399.7,400.1,2019,4,"LL Touring Frame - Yellow, 44",199.85,Yellow,Touring Frames,Components,#FFFF00,#000000,1,30,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,0.4000000000000341,0.0999750062484464,2019-12
SO58953,2019-12-09,390,156,284,6,2,672.29,1426.16,1344.58,2019,4,"Road-550-W Yellow, 48",713.08,Yellow,Road Bikes,Bikes,#FFFF00,#000000,3,4,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-81.58000000000015,-6.067322137767939,2019-12
SO58956,2019-12-10,523,48,284,6,2,31.58,46.74,63.16,2019,4,HL Touring Seat/Saddle,23.37,,Saddles,Components,#DCDCDC,#000000,1,33,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,16.419999999999995,25.997466751108288,2019-12
SO58957,2019-12-10,359,685,284,6,2,1376.99,2503.96,2753.98,2019,4,"Mountain-200 Black, 38",1251.98,Black,Mountain Bikes,Bikes,#000000,#FFFFFF,3,5,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,250.01999999999998,9.078497302086435,2019-12
SO58978,2019-12-13,359,613,284,6,2,1376.99,2503.96,2753.98,2019,4,"Mountain-200 Black, 38",1251.98,Black,Mountain Bikes,Bikes,#000000,#FFFFFF,3,5,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,250.01999999999998,9.078497302086435,2019-12
SO58985,2019-12-14,390,637,284,6,2,672.29,1426.16,1344.58,2019,4,"Road-550-W Yellow, 48",713.08,Yellow,Road Bikes,Bikes,#FFFF00,#000000,3,4,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-81.58000000000015,-6.067322137767939,2019-12
SO59022,2019-12-19,494,372,284,6,2,602.35,1203.49,1204.7,2019,4,"HL Touring Frame - Yellow, 46",601.74,Yellow,Touring Frames,Components,#FFFF00,#000000,1,30,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,1.2100000000000364,0.10043994355441489,2019-12
SO61215,2020-01-15,481,480,284,6,2,5.39,6.72,10.78,2020,1,"Racing Socks, M",3.36,White,Socks,Clothing,#FFFFFF,#000000,4,11,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,4.06,37.662337662337656,2020-01
SO61232,2020-01-21,561,120,284,6,2,1430.44,2963.88,2860.88,2020,1,"Touring-1000 Yellow, 46",1481.94,Yellow,Touring Bikes,Bikes,#FFFF00,#000000,3,36,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-103.0,-3.600290819607953,2020-01
SO63127,2020-02-02,471,210,284,6,2,38.1,47.5,76.2,2020,1,"Classic Vest, S",23.75,Blue,Vests,Clothing,#0000FF,#FFFFFF,4,22,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,28.700000000000003,37.664041994750654,2020-02
SO63134,2020-02-03,564,138,284,6,2,1430.44,2963.88,2860.88,2020,1,"Touring-1000 Yellow, 60",1481.94,Yellow,Touring Bikes,Bikes,#FFFF00,#000000,3,36,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-103.0,-3.600290819607953,2020-02
SO63136,2020-02-03,580,552,284,6,2,1020.59,2165.02,2041.18,2020,1,"Road-350-W Yellow, 40",1082.51,Yellow,Road Bikes,Bikes,#FFFF00,#000000,3,4,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-123.83999999999992,-6.067078846549541,2020-02
SO63140,2020-02-04,579,264,284,6,2,728.91,1510.3,1457.82,2020,1,"Touring-2000 Blue, 54",755.15,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,3,36,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-52.48000000000002,-3.5998957347271965,2020-02
SO63176,2020-02-11,583,426,284,6,2,1020.59,2165.02,2041.18,2020,1,"Road-350-W Yellow, 48",1082.51,Yellow,Road Bikes,Bikes,#FFFF00,#000000,3,4,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-123.83999999999992,-6.067078846549541,2020-02
SO63178,2020-02-11,475,444,284,6,2,41.99,52.35,83.98,2020,1,"Women's Mountain Shorts, M",26.18,Black,Shorts,Clothing,#000000,#FFFFFF,4,7,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,31.630000000000003,37.66372945939509,2020-02
SO63197,2020-02-16,475,570,284,6,2,41.99,52.35,83.98,2020,1,"Women's Mountain Shorts, M",26.18,Black,Shorts,Clothing,#000000,#FFFFFF,4,7,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,31.630000000000003,37.66372945939509,2020-02
SO63237,2020-02-21,434,336,284,6,2,356.9,721.89,713.8,2020,1,"ML Road Frame-W - Yellow, 44",360.94,Yellow,Road Frames,Components,#FFFF00,#000000,1,1,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-8.090000000000032,-1.1333706920706126,2020-02
SO63269,2020-02-25,400,661,284,6,2,37.15,54.99,74.3,2020,1,ML Mountain Handlebars,27.49,,Handlebars,Components,#DCDCDC,#000000,1,16,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,19.309999999999995,25.98923283983849,2020-02
SO65189,2020-03-07,574,408,284,6,2,1430.44,2963.88,2860.88,2020,1,"Touring-1000 Blue, 50",1481.94,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,3,36,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-103.0,-3.600290819607953,2020-03
SO65218,2020-03-11,571,282,284,6,2,445.41,922.89,890.82,2020,1,"Touring-3000 Yellow, 58",461.44,Yellow,Touring Bikes,Bikes,#FFFF00,#000000,3,36,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-32.069999999999936,-3.6000538829393065,2020-03
SO65235,2020-03-16,355,685,284,6,2,1391.99,2531.24,2783.98,2020,1,"Mountain-200 Silver, 42",1265.62,Silver,Mountain Bikes,Bikes,#C0C0C0,#000000,3,5,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,252.74000000000024,9.078369815875122,2020-03
SO65243,2020-03-18,576,48,284,6,2,1430.44,2963.88,2860.88,2020,1,"Touring-1000 Blue, 60",1481.94,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,3,36,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-103.0,-3.600290819607953,2020-03
SO65251,2020-03-19,580,156,284,6,2,1020.59,2165.02,2041.18,2020,1,"Road-350-W Yellow, 40",1082.51,Yellow,Road Bikes,Bikes,#FFFF00,#000000,3,4,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-123.83999999999992,-6.067078846549541,2020-03
SO67288,2020-04-12,234,480,284,6,2,29.99,76.98,59.98,2020,2,"Long-Sleeve Logo Jersey, L",38.49,Multi,Jerseys,Clothing,#BC8F8F,#000000,4,13,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-17.000000000000007,-28.34278092697567,2020-04
SO69396,2020-05-02,583,210,284,6,2,1020.59,2165.02,2041.18,2020,2,"Road-350-W Yellow, 48",1082.51,Yellow,Road Bikes,Bikes,#FFFF00,#000000,3,4,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-123.83999999999992,-6.067078846549541,2020-05
SO69399,2020-05-03,560,264,284,6,2,728.91,1510.3,1457.82,2020,2,"Touring-2000 Blue, 60",755.15,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,3,36,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-52.48000000000002,-3.5998957347271965,2020-05
SO69401,2020-05-03,605,12,284,6,2,323.99,687.3,647.98,2020,2,"Road-750 Black, 48",343.65,Black,Road Bikes,Bikes,#000000,#FFFFFF,3,4,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-39.319999999999936,-6.068088521250646,2020-05
SO69448,2020-05-10,472,336,284,6,2,38.1,47.5,76.2,2020,2,"Classic Vest, M",23.75,Blue,Vests,Clothing,#0000FF,#FFFFFF,4,22,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,28.700000000000003,37.664041994750654,2020-05
SO69460,2020-05-12,418,426,284,6,2,356.9,721.89,713.8,2020,2,"ML Road Frame-W - Yellow, 38",360.94,Yellow,Road Frames,Components,#FFFF00,#000000,1,1,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-8.090000000000032,-1.1333706920706126,2020-05
SO69479,2020-05-15,382,552,284,6,2,672.29,1426.16,1344.58,2020,2,"Road-550-W Yellow, 38",713.08,Yellow,Road Bikes,Bikes,#FFFF00,#000000,3,4,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-81.58000000000015,-6.067322137767939,2020-05
SO69482,2020-05-16,579,138,284,6,2,728.91,1510.3,1457.82,2020,2,"Touring-2000 Blue, 54",755.15,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,3,36,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-52.48000000000002,-3.5998957347271965,2020-05
SO69538,2020-05-27,491,444,284,6,2,32.39,83.14,64.78,2020,2,"Short-Sleeve Classic Jersey, XL",41.57,Yellow,Jerseys,Clothing,#FFFF00,#000000,4,13,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-18.36,-28.342080889163316,2020-05
SO69541,2020-05-28,593,661,284,6,2,113.0,616.44,226.0,2020,2,"Mountain-500 Silver, 44",308.22,Silver,Mountain Bikes,Bikes,#C0C0C0,#000000,3,5,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-390.44000000000005,-172.7610619469027,2020-05
SO43898,2017-08-26,235,84,284,6,2,28.84,63.45,57.68,2017,3,"Long-Sleeve Logo Jersey, XL",31.72,Multi,Jerseys,Clothing,#BC8F8F,#000000,4,13,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-5.770000000000003,-10.003467406380032,2017-08
SO44547,2017-11-20,262,84,284,6,2,183.94,362.97,367.88,2017,4,"LL Road Frame - Red, 44",181.49,Red,Road Frames,Components,#FF0000,#FFFFFF,1,1,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,4.909999999999968,1.3346743503316212,2017-11
SO45323,2018-02-19,314,84,284,6,2,2146.96,4342.59,4293.92,2018,1,"Road-150 Red, 56",2171.29,Red,Road Bikes,Bikes,#FF0000,#FFFFFF,3,4,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-48.67000000000007,-1.1334631292618418,2018-02
SO46086,2018-05-24,322,84,284,6,2,419.46,826.29,838.92,2018,2,"Road-650 Red, 60",413.15,Red,Road Bikes,Bikes,#FF0000,#FFFFFF,3,4,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,12.629999999999995,1.5055070805321122,2018-05
SO47037,2018-08-25,242,84,284,6,2,780.82,1444.51,1561.64,2018,3,"HL Road Frame - Red, 44",722.26,Red,Road Frames,Components,#FF0000,#FFFFFF,1,1,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,117.13000000000011,7.500448246714998,2018-08
SO48059,2018-11-21,457,84,284,6,2,44.99,61.87,89.98,2018,4,"Women's Tights, M",30.93,Black,Tights,Clothing,#000000,#FFFFFF,4,8,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,28.110000000000007,31.240275616803743,2018-11
SO49140,2019-02-22,263,84,284,6,2,202.33,374.31,404.66,2019,1,"LL Road Frame - Red, 44",187.16,Red,Road Frames,Components,#FF0000,#FFFFFF,1,1,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,30.350000000000023,7.500123560519947,2019-02
SO50284,2019-05-22,414,84,284,6,2,149.03,220.57,298.06,2019,2,ML Road Front Wheel,110.28,Black,Wheels,Components,#000000,#FFFFFF,1,6,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,77.49000000000001,25.9981211836543,2019-05
SO51839,2019-08-25,404,84,284,6,2,26.72,39.55,53.44,2019,3,LL Road Handlebars,19.78,,Handlebars,Components,#DCDCDC,#000000,1,16,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,13.89,25.99176646706587,2019-08
SO57122,2019-11-18,480,84,284,6,2,1.37,1.71,2.74,2019,4,Patch Kit/8 Patches,0.86,,Tires and Tubes,Accessories,#DCDCDC,#000000,2,24,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,1.0300000000000002,37.59124087591241,2019-11
SO63239,2020-02-21,606,84,284,6,2,323.99,687.3,647.98,2020,1,"Road-750 Black, 52",343.65,Black,Road Bikes,Bikes,#000000,#FFFFFF,3,4,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,-39.319999999999936,-6.068088521250646,2020-02
SO69522,2020-05-23,547,84,284,6,2,48.59,71.92,97.18,2020,2,HL Road Pedal,35.96,Silver/Black,Pedals,Components,#696969,#FFFFFF,1,34,234474252,Garrett Vargas,Sales Representative,garrett-vargas@adventureworks.com,Canada,Canada,North America,25.260000000000005,25.993002675447624,2020-05
SO46607,2018-07-02,423,227,291,6,2,165.23,244.54,330.46,2018,3,ML Road Rear Wheel,122.27,Black,Wheels,Components,#000000,#FFFFFF,1,6,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,85.91999999999999,26.000121043394053,2018-07
SO46614,2018-07-05,263,299,291,6,2,202.33,374.31,404.66,2018,3,"LL Road Frame - Red, 44",187.16,Red,Road Frames,Components,#FF0000,#FFFFFF,1,1,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,30.350000000000023,7.500123560519947,2018-07
SO46616,2018-07-06,447,514,291,6,2,15.0,20.63,30.0,2018,3,Cable Lock,10.31,,Locks,Accessories,#DCDCDC,#000000,2,18,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,9.370000000000001,31.233333333333334,2018-07
SO46622,2018-07-08,297,119,291,6,2,736.15,1307.39,1472.3,2018,3,"HL Mountain Frame - Black, 42",653.7,Black,Mountain Frames,Components,#000000,#FFFFFF,1,3,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,164.90999999999985,11.20084221965631,2018-07
SO46645,2018-07-17,364,245,291,6,2,647.99,1196.87,1295.98,2018,3,"Mountain-300 Black, 38",598.44,Black,Mountain Bikes,Bikes,#000000,#FFFFFF,3,5,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,99.11000000000013,7.647494560101246,2018-07
SO46658,2018-07-21,428,425,291,6,2,209.26,371.64,418.52,2018,3,"ML Mountain Frame - Black, 48",185.82,Black,Mountain Frames,Components,#000000,#FFFFFF,1,3,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,46.879999999999995,11.201376278314058,2018-07
SO46930,2018-08-01,213,65,291,6,2,20.19,27.76,40.38,2018,3,"Sport-100 Helmet, Red",13.88,Red,Helmets,Accessories,#FF0000,#FFFFFF,2,2,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,12.620000000000001,31.253095591877166,2018-08
SO46932,2018-08-01,421,353,291,6,2,196.33,290.57,392.66,2018,3,HL Mountain Rear Wheel,145.28,Black,Wheels,Components,#000000,#FFFFFF,1,6,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,102.09000000000003,25.999592522793264,2018-08
SO46938,2018-08-02,364,653,291,6,2,647.99,1196.87,1295.98,2018,3,"Mountain-300 Black, 38",598.44,Black,Mountain Bikes,Bikes,#000000,#FFFFFF,3,5,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,99.11000000000013,7.647494560101246,2018-08
SO46950,2018-08-06,433,101,291,6,2,324.45,600.24,648.9,2018,3,"ML Road Frame-W - Yellow, 44",300.12,Yellow,Road Frames,Components,#FFFF00,#000000,1,1,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,48.65999999999997,7.49884419787332,2018-08
SO46955,2018-08-07,421,389,291,6,2,196.33,290.57,392.66,2018,3,HL Mountain Rear Wheel,145.28,Black,Wheels,Components,#000000,#FFFFFF,1,6,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,102.09000000000003,25.999592522793264,2018-08
SO46959,2018-08-07,368,533,291,6,2,1466.01,3037.57,2932.02,2018,3,"Road-250 Red, 44",1518.79,Red,Road Bikes,Bikes,#FF0000,#FFFFFF,3,4,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,-105.55000000000018,-3.599907231192154,2018-08
SO46984,2018-08-14,419,677,291,6,2,52.65,77.92,105.3,2018,3,LL Mountain Rear Wheel,38.96,Black,Wheels,Components,#000000,#FFFFFF,1,6,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,27.379999999999995,26.001899335232665,2018-08
SO47000,2018-08-18,360,335,291,6,2,1229.46,2211.62,2458.92,2018,3,"Mountain-200 Black, 42",1105.81,Black,Mountain Bikes,Bikes,#000000,#FFFFFF,3,5,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,247.30000000000018,10.057260911294396,2018-08
SO47003,2018-08-19,410,280,291,6,2,36.45,53.94,72.9,2018,3,LL Mountain Front Wheel,26.97,Black,Wheels,Components,#000000,#FFFFFF,1,6,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,18.960000000000008,26.00823045267491,2018-08
SO47013,2018-08-21,403,317,291,6,2,24.29,35.96,48.58,2018,3,LL Road Handlebars,17.98,,Handlebars,Components,#DCDCDC,#000000,1,16,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,12.619999999999997,25.977768629065455,2018-08
SO47031,2018-08-24,362,352,291,6,2,1229.46,2211.62,2458.92,2018,3,"Mountain-200 Black, 46",1105.81,Black,Mountain Bikes,Bikes,#000000,#FFFFFF,3,5,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,247.30000000000018,10.057260911294396,2018-08
SO47047,2018-08-26,356,226,291,6,2,1242.85,2235.71,2485.7,2018,3,"Mountain-200 Silver, 46",1117.86,Silver,Mountain Bikes,Bikes,#C0C0C0,#000000,3,5,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,249.98999999999978,10.057126765096342,2018-08
SO47354,2018-09-02,379,173,291,6,2,1308.94,2641.37,2617.88,2018,3,"Road-250 Black, 58",1320.68,Black,Road Bikes,Bikes,#000000,#FFFFFF,3,4,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,-23.48999999999978,-0.8972909377053105,2018-09
SO47362,2018-09-04,360,47,291,6,2,1229.46,2211.62,2458.92,2018,3,"Mountain-200 Black, 42",1105.81,Black,Mountain Bikes,Bikes,#000000,#FFFFFF,3,5,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,247.30000000000018,10.057260911294396,2018-09
SO47365,2018-09-04,391,678,291,6,2,88.93,131.62,177.86,2018,3,LL Fork,65.81,,Forks,Components,#DCDCDC,#000000,1,14,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,46.24000000000001,25.997975936129542,2018-09
SO47366,2018-09-05,403,155,291,6,2,24.29,35.96,48.58,2018,3,LL Road Handlebars,17.98,,Handlebars,Components,#DCDCDC,#000000,1,16,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,12.619999999999997,25.977768629065455,2018-09
SO47383,2018-09-09,271,550,291,6,2,202.33,374.31,404.66,2018,3,"LL Road Frame - Red, 60",187.16,Red,Road Frames,Components,#FF0000,#FFFFFF,1,1,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,30.350000000000023,7.500123560519947,2018-09
SO47396,2018-09-13,356,586,291,6,2,1242.85,2235.71,2485.7,2018,3,"Mountain-200 Silver, 46",1117.86,Silver,Mountain Bikes,Bikes,#C0C0C0,#000000,3,5,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,249.98999999999978,10.057126765096342,2018-09
SO47398,2018-09-13,213,461,291,6,2,20.19,27.76,40.38,2018,3,"Sport-100 Helmet, Red",13.88,Red,Helmets,Accessories,#FF0000,#FFFFFF,2,2,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,12.620000000000001,31.253095591877166,2018-09
SO47411,2018-09-16,364,10,291,6,2,647.99,1196.87,1295.98,2018,3,"Mountain-300 Black, 38",598.44,Black,Mountain Bikes,Bikes,#000000,#FFFFFF,3,5,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,99.11000000000013,7.647494560101246,2018-09
SO47415,2018-09-17,263,262,291,6,2,202.33,374.31,404.66,2018,3,"LL Road Frame - Red, 44",187.16,Red,Road Frames,Components,#FF0000,#FFFFFF,1,1,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,30.350000000000023,7.500123560519947,2018-09
SO47663,2018-10-02,267,227,291,6,2,202.33,374.31,404.66,2018,4,"LL Road Frame - Red, 52",187.16,Red,Road Frames,Components,#FF0000,#FFFFFF,1,1,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,Canada,Canada,North America,30.350000000000023,7.500123560519947,2018-10
